TIMESTAMP,TIEMPO,TEMPERATURA RIO LA PAZ,TEMPERATURA2,HUMEDAD RIO LA PAZ,HUMEDAD2,PLUVIOMETRO RIO LA PAZ,PLUVIOMETRO2
2024-01-05 17:57,13:56,11,44,44,44,9,44
2024-01-05 17:56,13:55,3,34,34,34,11,34
2024-01-05 17:55,13:55,8,50,50,50,8,50
2024-01-05 17:54,13:54,18,34,34,34,18,34
2024-01-05 17:53,13:53,9,45,45,45,9,45
2024-01-05 17:52,13:52,7,58,58,58,7,58
2024-01-05 17:51,13:51,8,49,49,49,8,49
2024-01-05 17:50,13:50,18,55,55,55,6,60
2024-01-05 17:49,13:49,14,38,38,38,14,38
2024-01-05 17:48,13:48,19,32,32,32,19,32
2024-01-05 17:47,13:47,6,64,64,64,6,69
2024-01-05 17:46,13:46,14,56,56,56,14,56
2024-01-05 17:45,13:45,2,70,70,70,2,70
2024-01-05 17:44,13:44,9,59,59,59,9,59
2024-01-05 17:43,13:43,19,52,52,52,19,52
2024-01-05 17:42,13:41,0,43,43,43,0,43
2024-01-05 17:41,13:41,15,38,38,38,15,38
2024-01-05 17:40,13:39,15,38,38,38,15,38
2024-01-05 17:39,13:39,3,79,79,79,3,79
2024-01-05 17:37,13:37,4,71,71,71,4,71
2024-01-05 17:36,13:36,5,50,50,50,5,50
2024-01-05 17:35,13:35,13,36,36,36,13,36
2024-01-05 17:34,13:34,13,66,66,66,13,66
2024-01-05 17:33,13:33,14,51,51,51,14,51
2024-01-05 17:32,13:32,1,76,76,76,1,76
2024-01-05 13:11,09:11,25,45,45,45,25,45
2024-01-05 13:10,09:10,24,49,49,49,24,49
2024-01-04 03:05,23:05,25,74,74,79,27,79
2024-01-04 03:04,23:04,23,53,53,53,23,53
2024-01-04 03:03,23:03,25,74,74,74,25,74
2024-01-04 03:02,23:02,21,65,65,65,21,65
2024-01-04 03:01,23:01,30,79,79,79,30,79
2024-01-04 03:00,23:00,21,58,58,58,21,58
2024-01-04 02:59,22:59,28,41,41,41,28,41
2024-01-04 02:58,22:58,27,75,75,75,27,75
2024-01-04 02:57,22:57,21,56,56,56,21,56
2024-01-04 02:56,22:56,27,43,43,43,21,67
2024-01-04 02:55,22:55,22,74,40,74,28,74
2024-01-04 02:54,22:54,24,53,53,43,26,43
2024-01-04 02:53,22:53,20,44,44,44,20,44
2024-01-04 02:52,22:52,30,67,67,67,30,67
2024-01-04 02:46,22:46,28,55,55,55,28,55
2024-01-04 02:45,22:45,29,62,62,62,29,62
2024-01-03 14:29,10:29,22,79,79,79,22,79
2024-01-03 14:28,10:28,30,63,63,63,30,63
2024-01-03 14:27,10:27,30,47,47,47,30,47
2024-01-03 14:26,10:26,22,80,80,80,22,80
2024-01-03 14:25,10:25,24,68,68,68,24,68
2024-01-03 14:24,10:24,30,60,60,60,30,60
2024-01-03 14:15,10:15,29,41,41,41,29,41
2024-01-03 14:14,10:14,24,75,75,75,24,75
2024-01-03 14:13,10:13,24,79,79,79,24,79
2024-01-03 14:12,10:12,25,64,64,64,25,64
2024-01-03 14:11,10:11,29,53,53,53,29,53
2024-01-03 14:10,10:10,29,78,78,78,29,78
2024-01-03 14:09,10:09,23,65,65,65,23,65
2024-01-03 14:08,10:08,21,41,41,41,21,41
2024-01-03 14:07,10:07,27,54,54,54,27,54
2024-01-03 14:06,10:06,21,43,43,43,21,43
2024-01-03 14:05,10:05,24,43,43,43,24,43
2024-01-03 14:04,10:04,26,72,72,72,26,72
2024-01-03 14:03,10:03,25,45,45,45,25,45
2024-01-03 14:02,10:02,20,46,46,46,20,46
2024-01-03 14:01,10:01,22,44,44,44,22,44
2024-01-03 14:00,10:00,28,58,58,58,28,58
2024-01-03 13:59,09:59,24,80,80,80,24,80
2024-01-03 13:58,09:57,22,75,75,75,22,75
2024-01-03 13:57,09:57,26,58,58,58,26,58
2024-01-03 13:56,09:56,27,41,41,41,27,41
2024-01-03 13:55,09:55,30,80,80,80,30,80
2024-01-03 13:54,09:54,26,60,60,60,26,60
2024-01-03 13:53,09:53,26,46,46,46,26,46
2024-01-03 13:52,09:52,26,58,58,58,26,58
2024-01-03 13:51,09:51,22,80,80,80,22,80
2024-01-03 13:50,09:50,24,49,49,49,24,49
2024-01-03 13:49,09:49,26,61,61,61,26,61
2024-01-03 13:48,09:48,30,71,71,71,30,71
2024-01-03 13:47,09:47,29,69,69,69,29,69
2024-01-03 13:46,09:46,30,68,68,68,30,68
2024-01-03 13:45,09:45,23,41,41,41,23,41
2024-01-03 13:44,09:44,26,46,46,46,26,46
2024-01-03 13:43,09:43,26,68,68,68,26,68
2024-01-03 13:42,09:42,28,74,74,74,28,74
2024-01-03 13:41,09:41,29,44,44,44,29,44
2024-01-03 13:40,09:40,22,80,80,80,22,80
2024-01-03 13:39,09:39,23,70,70,70,23,70
2024-01-03 13:38,09:38,28,56,56,56,28,56
2024-01-03 13:37,09:37,27,50,50,50,27,50
2024-01-03 13:36,09:36,24,41,41,41,24,41
2024-01-03 13:35,09:35,28,65,65,65,28,65
2024-01-03 13:34,09:34,21,50,50,50,21,50
2024-01-03 13:33,09:33,22,48,48,48,22,48
2024-01-03 13:32,09:32,22,73,73,73,22,73
2024-01-03 13:31,09:31,21,58,58,58,21,58
2024-01-03 13:30,09:30,23,55,55,55,23,55
2024-01-03 13:29,09:29,27,65,65,65,27,65
2024-01-03 13:28,09:28,22,49,49,49,22,49
2024-01-03 13:27,09:27,25,61,61,61,25,61
2024-01-03 13:26,09:26,25,51,51,51,25,51
2024-01-03 13:25,09:25,21,72,72,72,21,72
2024-01-03 13:24,09:24,23,53,53,53,23,53
2024-01-03 13:23,09:23,24,63,63,63,24,63
2024-01-03 13:22,09:22,27,64,64,64,27,64
2024-01-03 13:21,09:21,22,49,49,49,22,49
2024-01-03 13:20,09:20,25,51,51,51,25,51
2024-01-03 13:19,09:19,20,52,52,52,20,52
2024-01-03 13:18,09:18,26,77,77,77,26,77
2024-01-03 13:17,09:17,21,76,76,76,21,76
2024-01-03 13:16,09:16,22,56,56,56,22,56
2024-01-03 13:15,09:15,26,72,72,72,26,72
2024-01-03 13:14,09:14,22,75,75,75,22,75
2024-01-03 13:13,09:13,22,68,68,68,22,68
2024-01-03 13:12,09:12,30,55,55,55,30,55
2024-01-03 13:11,09:11,27,48,48,48,27,48
2024-01-03 13:10,09:10,27,78,78,78,27,78
2024-01-03 13:09,09:09,24,67,67,67,24,67
2024-01-03 13:08,09:08,26,54,54,54,26,54
2024-01-03 13:07,09:07,27,69,69,69,27,69
2024-01-03 13:06,09:06,20,49,49,49,20,49
2024-01-03 13:05,09:05,23,57,57,57,23,57
2024-01-03 13:04,09:04,25,61,61,61,25,61
2024-01-03 13:03,09:03,21,72,72,72,21,72
2024-01-03 13:02,09:02,20,79,79,79,20,79
2024-01-03 13:01,09:01,26,66,66,66,26,66
2024-01-03 13:00,09:00,28,65,65,65,28,65
2024-01-03 12:59,08:59,24,40,40,40,24,40
2024-01-03 12:58,08:58,26,58,58,58,26,58
2024-01-03 12:57,08:57,22,66,66,66,22,66
2024-01-03 12:56,08:56,25,41,41,41,25,41
2024-01-03 12:55,08:55,30,70,70,70,30,70
2024-01-03 12:54,08:54,25,47,47,47,25,47
2024-01-03 12:53,08:53,29,44,44,44,29,44
2024-01-03 12:52,08:52,23,77,70,70,23,70
2024-01-03 12:51,08:51,21,68,68,68,21,68
2024-01-03 12:50,08:50,29,46,46,46,29,46
2024-01-03 12:49,08:49,23,51,51,51,23,51
2024-01-03 12:48,08:48,30,76,76,76,30,76
2024-01-03 12:47,08:47,22,73,73,73,22,73
2024-01-03 12:46,08:46,29,47,47,47,29,47
2024-01-03 12:45,08:45,24,47,47,47,24,47
2024-01-03 12:44,08:44,21,69,69,69,21,69
2024-01-03 12:43,08:43,23,57,57,57,23,57
2024-01-03 12:42,08:42,20,67,67,67,20,67
2024-01-03 12:41,08:41,25,52,52,52,25,52
2024-01-03 12:40,08:40,21,43,43,43,21,43
2024-01-03 12:39,08:39,20,76,76,76,20,76
2024-01-03 12:38,08:38,30,67,67,67,30,67
2024-01-03 12:37,08:37,22,71,71,71,22,71
2024-01-03 12:36,08:36,27,63,63,63,27,63
2024-01-03 12:35,08:35,22,80,80,80,22,80
2024-01-03 12:34,08:34,28,68,68,68,28,68
2024-01-03 12:33,08:33,28,53,53,53,28,53
2024-01-03 12:32,08:32,24,40,40,40,24,40
2024-01-03 12:31,08:31,30,50,50,50,30,50
2024-01-03 12:30,08:30,27,43,43,43,27,43
2024-01-03 12:29,08:29,28,54,54,54,28,54
2024-01-03 12:28,08:28,27,57,57,57,27,57
2024-01-03 12:27,08:27,29,70,70,70,29,70
2024-01-03 12:26,08:26,26,78,78,78,26,78
2024-01-03 12:25,08:25,21,71,71,71,21,71
2024-01-03 12:24,08:24,29,57,57,57,29,57
2024-01-03 12:23,08:23,21,40,40,40,21,40
2024-01-03 12:22,08:22,30,75,75,75,30,75
2024-01-03 12:21,08:21,21,47,47,47,21,47
2024-01-03 12:20,08:20,29,63,63,63,29,63
2024-01-03 12:19,08:19,29,41,41,41,29,41
2024-01-03 12:18,08:18,28,59,59,59,28,59
2024-01-03 12:17,08:17,24,73,73,73,24,73
2024-01-03 12:16,08:16,30,61,61,61,30,61
2024-01-03 12:15,08:15,29,65,65,65,29,65
2024-01-03 12:14,08:14,30,45,45,45,30,45
2024-01-03 12:13,08:13,20,65,65,65,20,65
2024-01-03 12:12,08:12,30,76,76,76,30,76
2024-01-03 12:11,08:11,24,79,79,79,24,79
2024-01-03 12:10,08:10,29,43,43,43,29,43
2024-01-03 12:09,08:09,23,66,66,66,23,66
2024-01-03 12:07,08:07,21,71,71,71,21,71
2024-01-03 12:06,08:06,26,46,46,46,26,46
2024-01-03 12:05,08:05,21,54,54,54,21,54
2024-01-03 12:04,08:04,28,70,70,70,28,70
2024-01-03 12:03,08:03,26,61,61,61,26,61
2024-01-03 12:02,08:02,23,60,60,60,23,60
2024-01-03 12:01,08:01,24,79,79,79,24,79
2024-01-03 12:00,08:00,30,78,78,78,30,78
2024-01-03 11:59,07:59,27,46,46,46,27,46
2024-01-03 11:58,07:58,24,68,68,68,24,68
2024-01-03 11:57,07:57,28,75,75,75,28,75
2024-01-03 11:56,07:56,27,62,62,62,27,62
2024-01-03 11:55,07:55,28,59,59,59,28,59
2024-01-03 11:54,07:54,28,42,42,42,28,42
2024-01-03 11:53,07:53,21,50,50,50,21,50
2024-01-03 11:51,07:51,30,74,74,74,30,
2024-01-03 11:49,07:49,28,57,57,,28,57
2024-01-03 11:47,07:47,29,55,55,55,29,55
2024-01-03 11:45,07:45,27,48,48,48,27,48
2024-01-03 11:44,07:44,30,76,76,76,30,76
2024-01-03 11:43,07:43,26,60,60,60,26,60
2024-01-03 11:42,07:42,24,70,70,70,24,70
2024-01-03 11:40,07:40,22,41,41,41,,
2024-01-03 11:39,07:39,26,53,53,53,26,53
2024-01-03 11:38,07:38,21,49,49,49,21,49
2024-01-03 11:37,,,,,,25,69
2024-01-03 11:36,07:36,22,59,59,59,22,59
2024-01-03 11:35,07:35,23,73,73,73,23,73
2024-01-03 11:34,07:34,24,54,54,54,24,54
2024-01-03 11:33,07:33,20,78,78,78,20,78
2024-01-03 11:31,07:31,22,56,56,56,22,56
2024-01-03 11:30,07:30,21,73,73,73,21,73
2024-01-03 11:24,07:24,20,76,76,76,20,76
2024-01-03 11:23,07:23,27,43,43,43,27,43
2024-01-03 11:22,07:22,21,58,58,58,21,58
2024-01-03 11:21,07:21,27,47,47,47,27,47
2024-01-03 05:01,01:01,25,77,65,77,22,77
2024-01-03 05:00,01:00,25,64,64,64,25,61
2024-01-03 04:59,00:59,30,43,43,43,30,43
2024-01-03 04:58,00:58,25,68,68,68,25,68
2024-01-03 04:57,00:57,21,77,77,77,21,77
2024-01-03 04:56,00:56,29,41,41,41,29,41
2024-01-03 04:55,00:55,22,54,54,54,22,54
2024-01-03 04:54,00:54,26,53,53,53,26,53
2024-01-03 04:53,00:53,25,47,47,47,25,47
2024-01-03 04:52,00:52,25,64,64,64,25,64
2024-01-03 04:51,00:51,30,73,73,73,30,73
2024-01-03 04:50,00:50,22,50,50,50,22,50
2024-01-03 04:49,00:49,28,67,67,67,28,67
2024-01-03 04:48,00:48,23,47,47,47,23,47
2024-01-03 04:47,00:47,26,60,60,60,26,60
2024-01-03 04:46,00:46,30,41,41,41,30,41
2024-01-03 04:45,00:45,29,74,74,74,29,74
2024-01-03 04:44,00:44,21,76,76,76,21,76
2024-01-03 04:43,00:43,22,75,75,75,22,61
2024-01-03 04:42,00:42,21,61,61,61,21,61
2024-01-03 04:41,00:41,29,78,78,78,29,78
2024-01-03 04:40,00:40,28,56,56,56,28,56
2024-01-03 04:39,00:39,25,62,62,62,25,62
2024-01-03 04:38,00:38,25,58,58,58,25,58
2024-01-03 04:37,00:36,27,75,77,75,24,75
2024-01-03 04:36,00:36,23,57,57,57,23,57
2024-01-03 04:35,00:35,25,61,61,61,25,61
2024-01-03 04:34,00:34,27,49,49,49,20,78
2024-01-03 04:33,00:33,23,55,55,55,23,55
2024-01-03 04:32,00:32,30,45,45,45,30,45
2024-01-03 04:31,00:31,27,75,75,75,27,61
2024-01-03 04:30,00:30,21,78,78,78,21,78
2024-01-03 04:29,00:29,23,57,57,57,23,57
2024-01-03 04:28,00:28,25,54,54,54,25,54
2024-01-03 04:27,00:26,30,49,49,49,30,49
2024-01-03 04:26,00:26,24,76,76,76,24,76
2024-01-03 04:25,00:25,22,71,71,71,22,71
2024-01-03 04:24,00:24,29,56,56,56,29,56
2024-01-03 04:23,00:22,22,65,65,65,24,65
2024-01-03 04:22,00:22,29,74,74,74,29,74
2024-01-03 04:21,00:21,29,60,60,60,29,60
2024-01-03 04:20,00:20,23,77,77,77,23,77
2024-01-03 04:19,00:19,30,45,45,45,30,45
2024-01-03 04:18,00:17,20,75,75,75,20,75
2024-01-03 04:17,00:17,29,55,55,55,29,55
2024-01-03 04:16,00:16,30,62,78,62,30,62
2024-01-03 04:15,00:15,23,53,40,53,23,53
2024-01-03 04:14,00:14,26,79,79,79,26,79
2024-01-03 04:09,00:09,22,56,56,56,22,56
2024-01-03 04:08,00:08,26,53,53,53,26,53
2024-01-03 04:07,00:07,21,67,67,67,21,67
2024-01-01 22:08,18:08,29,77,77,77,29,77
2024-01-01 22:07,18:07,28,69,69,69,28,69
2024-01-01 22:06,18:06,20,51,51,51,20,51
2024-01-01 22:05,18:05,23,72,72,72,23,72
2024-01-01 22:04,18:04,29,76,76,76,29,76
2024-01-01 22:03,18:02,23,54,76,54,28,54
2024-01-01 22:02,18:02,29,46,46,46,29,46
2024-01-01 22:01,18:01,22,50,50,50,22,50
2024-01-01 22:00,18:00,24,65,65,65,24,65
2024-01-01 21:59,17:59,27,66,66,66,27,66
2024-01-01 21:58,17:58,29,72,72,72,29,72
2024-01-01 21:57,17:57,30,68,68,68,30,68
2024-01-01 21:56,17:56,24,51,51,51,24,51
2024-01-01 21:55,17:55,26,53,53,53,26,53
2024-01-01 21:54,17:54,25,70,70,70,25,70
2024-01-01 21:53,17:53,29,64,64,64,29,64
2024-01-01 21:52,17:52,25,60,60,60,25,60
2024-01-01 21:51,17:51,28,80,80,80,28,80
2024-01-01 21:50,17:50,26,70,70,70,26,70
2024-01-01 21:49,17:49,27,49,49,49,27,49
2024-01-01 21:48,17:48,21,52,52,52,21,52
2024-01-01 21:47,17:47,24,45,45,45,24,45
2024-01-01 21:46,17:46,26,56,56,56,26,56
2024-01-01 21:45,17:45,20,71,71,71,20,71
2024-01-01 21:44,17:44,20,47,47,47,20,47
2024-01-01 21:43,17:43,26,58,58,58,26,58
2024-01-01 21:42,17:42,26,73,73,73,26,73
2024-01-01 21:41,17:41,21,65,65,65,21,65
2024-01-01 21:40,17:40,29,60,60,60,29,60
2024-01-01 21:39,17:39,30,65,65,65,30,65
2024-01-01 21:38,17:38,23,75,75,75,23,75
2024-01-01 21:37,17:37,23,56,56,56,23,56
2024-01-01 21:36,17:36,24,71,71,71,24,71
2024-01-01 21:35,17:34,22,54,57,54,26,54
2024-01-01 21:34,17:34,30,43,43,43,30,43
2024-01-01 21:33,17:33,23,41,41,41,23,41
2024-01-01 21:32,17:32,22,50,50,50,22,50
2024-01-01 21:31,17:31,24,72,72,72,24,72
2024-01-01 21:30,17:30,21,77,77,77,21,77
2024-01-01 21:29,17:29,26,47,47,47,26,47
2024-01-01 21:28,17:28,28,60,60,60,28,60
2024-01-01 21:27,17:27,20,80,80,80,20,80
2024-01-01 21:26,17:26,29,59,59,59,29,59
2024-01-01 21:25,17:25,28,72,72,72,28,72
2024-01-01 21:24,17:24,26,47,47,47,26,47
2024-01-01 21:23,17:23,21,79,79,79,21,79
2024-01-01 21:22,17:22,26,66,66,66,26,66
2024-01-01 21:21,17:21,28,58,58,58,28,58
2024-01-01 21:20,17:20,21,78,78,78,21,78
2024-01-01 21:19,17:19,20,48,48,48,20,48
2024-01-01 21:18,17:18,28,76,76,76,28,76
2024-01-01 21:17,17:17,23,51,51,51,23,51
2024-01-01 21:16,17:16,21,80,80,80,21,80
2024-01-01 21:15,17:15,20,49,49,49,20,49
2024-01-01 21:14,17:14,29,45,45,45,29,45
2024-01-01 21:13,17:13,22,64,64,64,22,64
2024-01-01 21:12,17:12,24,67,53,67,25,67
2024-01-01 21:11,17:11,29,44,44,44,29,44
2024-01-01 21:10,17:10,20,67,67,67,20,67
2024-01-01 21:09,17:09,30,58,58,58,30,58
2024-01-01 21:08,17:08,30,80,80,80,30,80
2024-01-01 21:07,17:07,20,51,51,51,20,51
2024-01-01 21:06,17:06,30,65,65,65,30,65
2024-01-01 21:05,17:05,23,53,53,53,23,53
2024-01-01 21:04,17:04,21,48,48,48,21,48
2024-01-01 21:03,17:03,30,65,65,65,30,65
2024-01-01 21:02,17:02,25,43,43,43,25,43
2024-01-01 21:01,17:01,25,80,80,80,25,80
2024-01-01 21:00,17:00,26,75,75,75,26,75
2024-01-01 20:59,16:59,20,40,40,40,20,40
2024-01-01 20:58,16:58,20,43,43,43,20,43
2024-01-01 20:57,16:57,20,40,40,40,20,40
2024-01-01 20:56,16:56,20,49,49,49,20,49
2024-01-01 20:55,16:55,22,64,64,64,22,64
2024-01-01 20:54,16:54,30,71,71,71,30,71
2024-01-01 20:53,16:53,28,55,55,55,28,55
2024-01-01 20:52,16:52,28,46,46,46,28,46
2024-01-01 20:51,16:51,28,65,65,65,28,65
2024-01-01 20:50,16:50,22,73,73,73,22,73
2024-01-01 20:49,16:49,27,46,46,46,27,46
2024-01-01 20:48,16:48,30,69,69,69,30,69
2024-01-01 20:47,16:47,22,70,70,70,22,70
2024-01-01 20:46,16:46,29,60,60,60,29,60
2024-01-01 20:45,16:45,23,55,55,55,23,55
2024-01-01 20:44,16:44,26,74,74,74,26,74
2024-01-01 20:43,16:43,26,41,41,41,26,41
