TIMESTAMP,TIEMPO,TEMPERATURA RIO LA PAZ,TEMPERATURA2,HUMEDAD RIO LA PAZ,HUMEDAD2,PLUVIOMETRO RIO LA PAZ,PLUVIOMETRO2
2024-01-19 09:46,,-1,1,-1,50,0,42
2024-01-19 09:45,,-1,1,-1,64,0,52
2024-01-19 09:43,,-1,1,-1,81,0,66
2024-01-19 09:34,,-1,1,-1,76,0,60
2024-01-19 09:33,,-1,1,-1,38,0,40
2024-01-19 09:24,,-1,1,-1,35,0,88
2024-01-19 09:23,,,1,,58,,93
2024-01-19 09:21,,-1,1,-1,27,0,84
2024-01-19 09:20,,-1,1,-1,84,0,16
2024-01-19 09:19,,-1,1,-1,0,0,64
2024-01-19 09:18,,-1,1,-1,37,0,99
2024-01-19 09:17,,-1,1,-1,82,0,62
2024-01-19 09:16,,-1,1,-1,48,0,47
2024-01-19 09:15,,-1,1,-1,79,0,48
2024-01-19 09:14,,-1,1,-1,50,0,3
2024-01-19 09:13,,-1,1,-1,73,0,78
2024-01-19 09:12,,-1,1,-1,52,0,53
2024-01-19 09:11,,-1,1,-1,2,0,32
2024-01-19 09:10,,-1,1,-1,65,0,7
2024-01-19 09:09,,-1,1,-1,65,0,46
2024-01-19 09:08,,-1,1,-1,29,0,81
2024-01-19 09:07,,-1,1,-1,97,0,87
2024-01-19 09:06,,-1,1,-1,12,0,66
2024-01-19 09:01,,-1,1,-1,87,0,64
2024-01-19 09:00,,-1,1,-1,86,0,64
2024-01-19 08:59,,-1,1,-1,38,0,88
2024-01-19 08:58,,-1,1,-1,27,0,71
2024-01-19 08:57,,-1,1,-1,8,0,23
2024-01-19 07:09,,-1,1,-1,34,0,78
2024-01-19 07:08,,-1,1,-1,39,0,36
2024-01-19 07:07,,-1,1,-1,76,0,7
2024-01-19 07:04,,-1,,-1,,0,
2024-01-19 07:03,,-1,1,-1,60,0,18
2024-01-19 07:02,,-1,1,-1,99,0,35
2024-01-19 07:01,,-1,1,-1,57,0,17
2024-01-19 07:00,,-1,1,-1,32,0,100
2024-01-19 06:59,,-1,1,-1,91,0,35
2024-01-19 06:58,,-1,1,-1,90,0,52
2024-01-19 06:57,,-1,1,-1,79,0,40
2024-01-19 06:56,,-1,1,-1,98,0,78
2024-01-19 06:55,,-1,1,-1,44,0,13
2024-01-19 06:54,,-1,1,-1,1,0,99
2024-01-19 06:53,,-1,1,-1,86,0,37
2024-01-19 06:52,,-1,1,-1,28,0,23
2024-01-19 06:51,,-1,1,-1,89,0,7
2024-01-19 06:50,,-1,1,-1,45,0,82
2024-01-19 06:49,,-1,1,-1,33,0,47
2024-01-19 06:48,,-1,1,-1,28,0,7
2024-01-19 06:47,,-1,1,-1,69,0,44
2024-01-19 06:46,,-1,1,-1,64,0,26
2024-01-19 06:45,,-1,1,-1,9,0,40
2024-01-19 06:44,,-1,1,-1,77,0,4
2024-01-19 06:43,,-1,1,-1,80,0,30
2024-01-19 06:42,,-1,1,-1,76,0,26
2024-01-19 06:35,,-1,1,-1,82,0,37
2024-01-19 06:34,,-1,1,-1,0,0,79
2024-01-19 06:33,,-1,1,-1,2,0,96
2024-01-19 06:32,,-1,1,-1,32,0,83
2024-01-19 06:31,,-1,1,-1,19,0,0
2024-01-19 06:30,,-1,1,-1,13,0,9
2024-01-19 06:18,,-1,1,-1,20,1,14
2024-01-19 06:17,,-1,1,-1,12,1,43
2024-01-19 06:16,,-1,1,-1,7,1,36
2024-01-19 06:15,,-1,1,-1,85,1,28
2024-01-19 06:14,,-1,1,-1,24,1,43
2024-01-19 06:13,,-1,1,-1,37,1,2
2024-01-19 06:12,,-1,1,-1,79,1,15
2024-01-19 06:11,,-1,1,-1,39,1,91
2024-01-19 06:10,,-1,1,-1,24,1,63
2024-01-19 06:09,,-1,1,-1,23,1,51
2024-01-19 06:08,,-1,1,-1,11,1,1
2024-01-19 06:07,,-1,1,-1,99,1,60
2024-01-19 06:06,,-1,1,-1,30,1,89
2024-01-19 06:05,,-1,1,-1,24,1,1
2024-01-19 06:04,,-1,1,-1,76,1,86
2024-01-19 06:01,,-1,1,-1,91,1,87
2024-01-19 06:00,,-1,1,-1,71,1,100
2024-01-19 05:59,,-1,1,-1,49,1,95
2024-01-19 05:58,,-1,1,-1,22,1,91
2024-01-19 05:57,,-1,1,-1,76,1,4
2024-01-19 05:56,,-1,1,-1,39,1,64
2024-01-19 05:55,,-1,1,-1,97,1,95
2024-01-19 05:54,,-1,1,-1,20,1,60
2024-01-19 05:53,,-1,1,-1,44,1,1
2024-01-19 05:52,,-1,1,-1,100,1,41
2024-01-19 05:51,,-1,1,-1,89,1,80
2024-01-19 05:50,,-1,1,-1,49,1,1
2024-01-19 05:49,,-1,,-1,,1,
2024-01-19 05:48,,-1,,-1,,1,
2024-01-19 05:47,,-1,,-1,,1,
2024-01-19 05:46,,-1,,-1,,1,
2024-01-19 05:45,,-1,,-1,,1,
2024-01-19 05:44,,-1,,-1,,1,
2024-01-19 05:43,,-1,,-1,,1,
2024-01-19 05:42,,-1,,-1,,1,
2024-01-19 05:41,,-1,,-1,,1,
2024-01-19 05:40,,-1,,-1,,1,
2024-01-19 05:39,,-1,,-1,,1,
2024-01-19 05:38,,-1,,-1,,1,
2024-01-19 05:37,,-1,,-1,,1,
2024-01-19 05:36,,-1,,-1,,1,
2024-01-19 05:35,,-1,,-1,,1,
2024-01-19 05:34,,-1,,-1,,1,
2024-01-19 05:33,,-1,,-1,,1,
2024-01-19 05:32,,-1,,-1,,1,
2024-01-19 04:29,,22,24,24,32,26,29
2024-01-19 04:28,,24,29,25,30,25,35
2024-01-19 04:27,,30,28,34,38,27,31
2024-01-19 04:26,,27,27,27,27,23,26
2024-01-19 04:25,,23,28,28,29,30,40
2024-01-19 04:24,,20,21,28,30,29,40
2024-01-19 04:23,,24,21,31,40,23,29
2024-01-19 04:22,,20,25,20,22,29,20
2024-01-19 04:21,,29,25,24,33,20,29
2024-01-19 04:20,,24,25,27,25,24,29
2024-01-19 04:19,,27,25,23,21,26,24
2024-01-19 04:18,,27,26,39,22,21,37
2024-01-19 04:17,,23,30,33,28,20,24
2024-01-19 04:16,,24,27,21,40,25,40
